i2,index,Book,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Author,max_val,max_col,Image,Year,Description,Buy
206,206,Snapped,0.212907508,0,0,0,0.787005723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexa Martin,0.787005723,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
207,207,A brothers honor,0,0,0,0,0,0,0,0,0,0.059121404,0.873426437,0,0,0.053112406,0,0,0,0,0,0,0,0,0,0,0,Brenda Jackson,0.873426437,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
208,208,Slow burn ,0,0,0,0,0,0,0.018974554,0,0,0.013293294,0.955022991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brenda Jackson,0.955022991,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
209,209,Minas joint,0,0,0,0,0,0,0.011805008,0,0,0.022408791,0,0,0,0.108699754,0,0,0,0,0,0.011678666,0,0.83317697,0,0,0,Keisha Ervin ,0.83317697,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
210,210,Blacker than blue,0,0,0,0,0.197631329,0,0,0,0.01054938,0,0,0,0,0.077393435,0,0,0.051262222,0.022072192,0,0.024322057,0,0.053336047,0.534280598,0.016451929,0,Rebekah Weatherspoon,0.534280598,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
211,211,A cowboy to remember,0,0,0,0,0.640883088,0,0.043372929,0,0,0.019336209,0,0,0,0.091311567,0,0,0.113849513,0.014057694,0,0.029922592,0,0.019318199,0,0,0,Rebekah Weatherspoon,0.640883088,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
212,212,Melanin ,0,0,0,0,0.025304688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864553511,0.102569908,0,0,Keisha Ervin ,0.864553511,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
213,213,Stone cold ,0,0,0,0,0,0,0,0,0,0,0.916835606,0,0,0,0,0,0.081183165,0,0,0,0,0,0,0,0,Brenda Jackson,0.916835606,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
214,214,A little dare,0,0,0,0,0,0,0,0,0,0,0.85341996,0,0,0.064657047,0,0,0,0,0,0.026733588,0.01775416,0,0,0.022349719,0,Brenda Jackson,0.85341996,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
215,215,American dreamer,0,0,0,0,0.88846463,0,0,0,0,0,0,0,0,0.012377635,0,0,0,0,0,0.017048625,0,0,0.070586339,0,0,Adriana Herrera,0.88846463,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
216,216,Didn't mean to love you,0,0,0,0,0.464963913,0,0,0,0,0,0,0,0,0.047333673,0,0,0,0.128605232,0,0,0,0.047781017,0.310272098,0,0,Christina C. Jones,0.464963913,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
217,217,I dare you ,0,0,0,0,0.217645228,0,0.124297284,0,0,0.044631269,0.012915653,0,0,0.268878698,0,0,0.05564829,0,0,0,0,0,0.204558745,0.059995092,0,Farrah Rochon,0.268878698,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
218,218,Worthy,0,0,0,0,0,0,0.112377383,0,0,0.035044465,0.036869451,0,0,0.160730854,0,0,0.021211343,0,0,0,0,0,0.47680077,0.14591302,0,Kiru Taye,0.47680077,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
219,219,Crash,0,0,0,0,0.096201092,0,0,0,0,0.032635331,0,0,0.074575372,0.048579969,0,0,0,0,0,0,0.591673136,0,0.138196394,0,0,Pepper Pace,0.591673136,20,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
220,220,Topaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999658167,0,0,0,0,0,0,0,0,Beverly Jenkins,0.999658167,16,https://m.media-amazon.com/images/I/51KnT0B2XnL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
221,221,Couldn't ask for more,0,0,0,0,0.160632938,0,0.051173639,0,0,0.614555895,0.096204713,0,0,0.027567986,0,0,0.021622876,0,0,0,0,0,0.014860678,0.011088942,0,Kianna Alexander,0.614555895,9,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
222,222,Just cant get enough,0,0,0,0,0,0,0.023162359,0,0,0.012906313,0,0,0,0.941374421,0,0,0.019830398,0,0,0,0,0,0,0,0,Cheris Hodges,0.941374421,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
223,223,A sultry love song,0,0,0,0,0.078128695,0,0.04826754,0,0,0.606026947,0.112760894,0,0,0.059727632,0,0,0.026698411,0,0,0,0,0,0.035862908,0.023699567,0,Kianna Alexander,0.606026947,9,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
224,224,His sexy bad habit,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973546028,0,0,0,0,0,0.025220068,0,0,0,0,0,Cheris Hodges,0.973546028,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
225,225,Miscegenis ,0,0,0,0,0.153184041,0,0.101342507,0,0,0,0,0,0.053620178,0.101139493,0,0,0,0.118961662,0,0.035511501,0.326138854,0.032140553,0.062974349,0,0,Pepper Pace,0.326138854,20,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
226,226,Winds of the Storm,0,0,0,0,0,0,0.015231186,0,0,0,0,0,0,0,0,0,0.976106942,0,0,0,0,0,0,0,0,Beverly Jenkins,0.976106942,16,https://m.media-amazon.com/images/I/91HNCbEJejL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
227,227,American sweetheart,0,0,0,0,0.787803471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015699558,0.166936129,0.022054287,0,Adriana Herrera,0.787803471,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
228,228,I think I might love you,0,0,0,0,0.507587492,0,0,0,0,0,0,0,0,0,0,0,0,0.098667815,0,0,0,0.166239783,0.219453767,0,0,Christina C. Jones,0.507587492,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
229,229,Sweet silver bells,0,0,0,0,0,0,0.991672516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochelle Alers,0.991672516,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
230,230,Sensual confessions,0,0,0,0,0,0,0,0,0,0,0.81589067,0,0,0.158741862,0,0,0,0,0,0,0,0,0.014076021,0,0,Brenda Jackson,0.81589067,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
231,231,The billionaire's secret,0,0,0,0,0.32879138,0,0,0,0.028773811,0,0.068771608,0,0,0.016704256,0,0,0.021936387,0,0,0,0,0.038874108,0.338390499,0.153242782,0,Nana Malone,0.338390499,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
232,232,So for real ,0,0,0,0,0.631351054,0,0,0,0,0.022955272,0,0,0,0.036632162,0,0,0,0.076521799,0,0,0,0.083956413,0.142646074,0,0,Rebekah Weatherspoon,0.631351054,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
233,233,Prima donna ,0,0,0,0,0,0,0.014750866,0,0,0,0.016679669,0,0,0.057110552,0,0,0.0466168,0,0,0,0,0.847631454,0,0,0,Keisha Ervin ,0.847631454,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
234,234,Reckless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999845624,0,0,0,Keisha Ervin ,0.999845624,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
235,235,So Right,0,0,0,0,0.651085436,0,0.025704244,0,0,0.035705499,0,0,0,0.046134759,0,0,0,0.070284873,0,0,0,0.064062014,0.095527187,0,0,Rebekah Weatherspoon,0.651085436,4,https://m.media-amazon.com/images/I/910E0AwKY2L._AC_UY218_.jpg,2016,"First comes love. Then comes...the most ill timed proposal in history?

Kayla Davis never dreamt she'd meet sexy, considerate, and seriously sweet Internet billionaire, Michael Bradbury, but ten months after Michael went from Sugar Daddy to for real boyfriend she can't imagine spending another day without him. Cohabitation is totally workingthrow in a puppy or two and Kayla has her happily ever after wrapped up in a perfect little bow.

Until she finds out Michael might have bigger plans for their future, like marriage, kids, and ownership of a professional sports team. Kayla is more than ready to join Michael on this amazing ride through the next chapter of their lives, but first she needs to catch her breath and see if Michael is ready to be a part of a team and not just the boss.",
236,236,Tempting in stilettos,0,0,0,0,0.278423071,0.031021809,0,0,0,0,0.015584231,0,0,0.080426134,0,0,0,0.020592209,0,0,0,0.019937824,0.55055207,0,0,Nana Malone,0.55055207,22,https://m.media-amazon.com/images/I/51KvjQCGftL.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
237,237,Riding the storm ,0,0,0,0,0,0,0.049776889,0,0,0,0.778371274,0.010180351,0,0.110676959,0,0,0,0,0,0,0,0,0.020221442,0.028215263,0,Brenda Jackson,0.778371274,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
238,238,Summer vows,0,0,0,0,0,0,0.991876125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochelle Alers,0.991876125,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
239,239,Getting schooled,0,0,0,0,0.5493716,0,0,0,0,0.0110478,0,0,0,0.014081903,0,0,0,0.134767786,0,0,0,0.044794187,0.245802015,0,0,Christina C. Jones,0.5493716,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
240,240,American love story ,0,0,0,0,0.775727451,0,0,0,0,0,0.05712815,0,0,0,0,0,0.016255975,0,0,0,0,0,0.126002461,0.019461317,0,Adriana Herrera,0.775727451,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
241,241,Vivid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989498854,0,0,0,0,0,0,0,0,Beverly Jenkins,0.989498854,16,https://m.media-amazon.com/images/I/91ztKXg9GcL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
242,242,Juicy ,0,0,0,0,0.141864821,0,0.060754813,0.020288996,0,0,0,0,0.240166515,0.073922604,0,0,0.022991477,0.030638162,0,0.019924283,0.337476134,0.015424134,0.022409715,0.013539923,0,Pepper Pace,0.337476134,20,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
243,243,If it isn't love,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968878388,0,0,0,0,0,0,0.030891767,0,0,0,0,Cheris Hodges,0.968878388,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
244,244,Back to your love,0,0,0,0,0.078979708,0,0.030010788,0,0.01812234,0.628198266,0.033535153,0,0,0.081993498,0,0,0.083345994,0,0,0,0,0,0.023387661,0.015891641,0,Kianna Alexander,0.628198266,9,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
245,245,When you were mine,0,0,0,0,0,0,0.019092087,0,0,0,0,0,0,0.845028043,0,0,0.031332877,0,0,0,0,0,0.018703435,0.076067604,0,Adrianne Byrd,0.845028043,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
246,246,Forbidden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024636574,0,0,0.946822286,0,0,0.012108549,0,0,0,0,0,Beverly Jenkins,0.946822286,16,https://m.media-amazon.com/images/I/91cQ3EIknaL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
247,247,Chasing Down a Dream,0,0,0,0,0.084016867,0,0.032139573,0,0,0.019957298,0,0,0,0.01802709,0,0,0.192331314,0,0,0.643024981,0,0,0,0,0,Beverly Jenkins,0.643024981,19,https://m.media-amazon.com/images/I/91aE-5HLrLL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
248,248,Someone to love ,0,0,0,0,0.387376666,0,0.112880737,0,0.030832237,0,0.03235516,0,0,0.173293605,0,0,0.0522491,0,0,0,0.124730721,0,0,0.049317226,0,Lena Hampton,0.387376666,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
249,249,Love and protect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999898255,0,0,Naima Simone,0.999898255,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
250,250,The Butterfly Bride,0,0.919137299,0,0,0,0,0,0,0.0807852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vanessa Riley ,0.919137299,1,https://m.media-amazon.com/images/I/81n1rwQ-eHL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
251,251,Snowy mountain ,0,0,0,0,0.029095599,0,0.050007388,0,0,0.039652154,0.113426603,0,0,0.246960387,0,0,0.035689231,0,0,0,0,0,0.090157926,0.390349776,0,Lindsay Evans,0.390349776,23,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
252,252,Embracing forever,0,0,0,0,0.102549858,0,0.111820489,0,0,0.334715664,0.062311567,0,0,0.350939631,0,0,0,0.018450089,0,0,0,0,0.017159028,0,0,Sheryl Lister,0.350939631,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
253,253,Give me a reason ,0,0,0,0,0,0,0,0.846125007,0,0,0,0,0,0.140960693,0,0,0,0,0,0,0,0,0,0,0,Stephanie Nicole Norris,0.846125007,7,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
254,254,Take the lead,0.239512205,0,0,0,0.27726236,0.017316014,0,0,0,0.133306995,0,0,0,0.131246477,0,0,0,0,0,0,0,0,0.177045435,0.016735729,0,Alexis Daria,0.27726236,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
255,255,Just say the word,0,0,0,0,0.15910767,0.220253229,0.050403111,0,0,0.034994151,0.043296192,0,0,0.120862976,0,0,0,0.060293134,0,0.012390074,0.042723462,0,0.249199376,0,0,Tiffany Patterson ,0.249199376,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
256,256,The Grunt,0,0,0,0,0.0790902,0,0.063725717,0,0.023190087,0,0.0282028,0,0,0.256715298,0,0,0.029319705,0.063564152,0,0.107539654,0.041823518,0,0.188025147,0.10788966,0,Latrivia Nelson,0.256715298,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
257,257,Sizzling Desire,0,0,0,0,0.093607843,0,0.03452976,0,0,0,0,0.6199826,0,0.151181683,0,0,0,0,0,0,0,0,0.049557958,0.038775463,0,Kayla Perrin ,0.6199826,11,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
258,258,Single mamas got more drama,0,0,0,0,0.010488511,0,0,0,0,0,0,0.809862912,0,0.111473955,0,0,0,0.049583182,0,0,0,0,0,0,0,Kayla Perrin ,0.809862912,11,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
259,259,Ivys Twisted Vines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999955595,Latrivia Nelson,0.999955595,24,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
260,260,Forever by Patterson,0.380666465,0,0,0,0.144556969,0.12095549,0.031961132,0,0,0,0.08818008,0.031396542,0,0.057940558,0,0,0,0,0,0,0,0,0.143863887,0,0,Tiffany Patterson ,0.380666465,0,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
261,261,Dance with me,0.049418289,0,0,0,0.431169063,0.03484204,0.019066703,0,0,0.06473916,0,0,0.022710621,0.130531266,0,0,0,0,0,0,0,0,0.232558027,0,0,Alexis Daria,0.431169063,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
262,262,Fever,0,0,0,0,0.043792788,0,0.015042863,0.236169785,0,0.013905772,0.015241415,0,0,0.590341747,0,0,0.01824131,0,0,0,0,0,0.052474219,0,0,Stephanie Nicole Norris,0.590341747,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
